"Lugar de residencia";"Población";"Confirmados PDIA";"Confirmados PDIA 14 días";"Tasa PDIA 14 días";"Confirmados PDIA 7 días";"Total Confirmados";"Curados";"Fallecidos";"Fecha"
"Dúdar";"327";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Dúrcal";"7111";"1";"4";"56,250878919983123";"2";"1";"0";"0";"18/02/2021"
"Escúzar";"791";"0";"3";"379,26675094816687";"0";"0";"0";"0";"18/02/2021"
"Fornes";"556";"0";"1";"179,85611510791367";"1";"0";"0";"0";"18/02/2021"
"Fuente Vaqueros";"4384";"1";"28";"638,68613138686135";"11";"1";"1";"0";"18/02/2021"
"Gabias (Las)";"21543";"5";"56";"259,94522582741496";"23";"5";"5";"0";"18/02/2021"
"Gobernador";"229";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Gójar";"5909";"1";"11";"186,15671010323237";"2";"1";"0";"0";"18/02/2021"
"Guadahortuna";"1872";"0";"1";"53,418803418803421";"1";"0";"1";"0";"18/02/2021"
"Güéjar Sierra";"2857";"0";"2";"70,003500175008753";"1";"0";"1";"0";"18/02/2021"
"Güevéjar";"2640";"2";"11";"416,66666666666669";"4";"2";"1";"0";"18/02/2021"
"Huétor Tájar";"10399";"4";"34";"326,95451485719781";"11";"4";"0";"0";"18/02/2021"
"Huétor Vega";"12035";"1";"24";"199,41836310760283";"3";"1";"0";"0";"18/02/2021"
"Íllora";"10065";"3";"12";"119,22503725782414";"4";"3";"3";"0";"18/02/2021"
"Iznalloz";"5120";"1";"20";"390,625";"6";"1";"4";"0";"18/02/2021"
"Játar";"623";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Jayena";"1052";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Láchar";"3513";"0";"18";"512,38257899231428";"4";"0";"0";"1";"18/02/2021"
"Lecrín";"2156";"0";"6";"278,29313543599255";"1";"0";"0";"0";"18/02/2021"
"Loja";"20419";"5";"109";"533,8165434154464";"47";"6";"2";"0";"18/02/2021"
"Malahá (La)";"1784";"0";"8";"448,4304932735426";"1";"0";"0";"0";"18/02/2021"
"Maracena";"22306";"2";"70";"313,81691024836368";"28";"2";"4";"0";"18/02/2021"
"Moclín";"3622";"0";"8";"220,87244616234125";"2";"0";"1";"0";"18/02/2021"
"Monachil";"8007";"1";"11";"137,37979268140379";"6";"1";"0";"0";"18/02/2021"
"Montefrío";"5313";"0";"11";"207,03933747412009";"3";"0";"0";"0";"18/02/2021"
"Montejícar";"2110";"0";"4";"189,57345971563981";"2";"0";"0";"0";"18/02/2021"
"Montillana";"1129";"2";"6";"531,44375553587247";"4";"2";"1";"0";"18/02/2021"
"Moraleda de Zafayona";"3117";"6";"7";"224,57491177414181";"6";"6";"0";"0";"18/02/2021"
"Nigüelas";"1185";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Nívar";"1036";"2";"2";"193,05019305019306";"2";"2";"0";"0";"18/02/2021"
"Ogíjares";"14348";"0";"43";"299,69333705046";"18";"0";"1";"0";"18/02/2021"
"Villa de Otura";"6982";"1";"25";"358,06359209395589";"6";"1";"0";"0";"18/02/2021"
"Padul";"8694";"0";"14";"161,03059581320451";"3";"0";"2";"0";"18/02/2021"
"Peligros";"11492";"4";"38";"330,66481030281938";"18";"4";"3";"0";"18/02/2021"
"Pinar (El)";"865";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Pinos Genil";"1490";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Pinos Puente";"9894";"1";"35";"353,74974732160905";"11";"1";"2";"0";"18/02/2021"
"Píñar";"1103";"0";"2";"181,32366273798732";"0";"0";"0";"0";"18/02/2021"
"Pulianas";"5466";"1";"27";"493,96267837541166";"10";"1";"0";"0";"18/02/2021"
"Quéntar";"947";"0";"4";"422,38648363252378";"1";"0";"0";"0";"18/02/2021"
"Salar";"2621";"0";"5";"190,76688286913392";"1";"0";"0";"0";"18/02/2021"
"Santa Cruz del Comercio";"531";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Santa Fe";"15222";"2";"39";"256,20811982656681";"8";"2";"1";"0";"18/02/2021"
"Torre-Cardela";"716";"0";"1";"139,66480446927375";"1";"0";"0";"0";"18/02/2021"
"Valderrubio";"2066";"0";"1";"48,402710551790904";"1";"0";"0";"0";"18/02/2021"
"Valle (El)";"907";"0";"0";"0";"0";"0";"1";"0";"18/02/2021"
"Vegas del Genil";"11432";"1";"51";"446,11616515045489";"19";"1";"1";"0";"18/02/2021"
"Ventas de Huelma";"657";"0";"1";"152,20700152207002";"1";"0";"0";"0";"18/02/2021"
"Villamena";"934";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Villanueva Mesía";"2021";"2";"7";"346,36318654131617";"3";"2";"0";"0";"18/02/2021"
"Víznar";"993";"0";"4";"402,81973816717021";"2";"0";"0";"0";"18/02/2021"
"Zafarraya";"2120";"0";"4";"188,67924528301887";"0";"0";"0";"0";"18/02/2021"
"Zagra";"885";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Zubia (La)";"19330";"7";"67";"346,61148473874806";"26";"7";"3";"0";"18/02/2021"
"Municipio de Granada sin especificar";"0";"1";"9";NA;"1";"1";"1";"0";"18/02/2021"
"Alájar";"759";"0";"3";"395,25691699604744";"1";"0";"0";"0";"18/02/2021"
"Almonaster la Real";"1788";"0";"6";"335,57046979865771";"1";"0";"0";"0";"18/02/2021"
"Aracena";"8255";"0";"15";"181,70805572380377";"3";"0";"1";"0";"18/02/2021"
"Aroche";"3054";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Berrocal";"303";"0";"3";"990,09900990099015";"0";"0";"0";"0";"18/02/2021"
"Calañas";"2768";"0";"2";"72,25433526011561";"0";"0";"3";"0";"18/02/2021"
"Campillo (El)";"2024";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Campofrío";"713";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cañaveral de León";"396";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Castaño del Robledo";"228";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cerro de Andévalo (El)";"2327";"0";"3";"128,92135797163729";"0";"0";"0";"0";"18/02/2021"
"Corteconcepción";"536";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cortegana";"4602";"0";"3";"65,189048239895698";"0";"0";"0";"0";"18/02/2021"
"Cortelazor";"299";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cumbres de Enmedio";"51";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cumbres de San Bartolomé";"376";"0";"2";"531,91489361702122";"2";"0";"0";"0";"18/02/2021"
"Cumbres Mayores";"1749";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Encinasola";"1310";"0";"0";"0";"0";"0";"2";"0";"18/02/2021"
"Fuenteheridos";"709";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Galaroza";"1382";"0";"2";"144,71780028943559";"0";"0";"0";"0";"18/02/2021"
"Granada de Río-Tinto (La)";"243";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Higuera de la Sierra";"1291";"0";"1";"77,459333849728893";"1";"0";"0";"0";"18/02/2021"
"Hinojales";"330";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Jabugo";"2260";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Linares de la Sierra";"262";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Marines (Los)";"399";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Minas de Riotinto";"3812";"0";"3";"78,698845750262336";"2";"0";"2";"0";"18/02/2021"
"Nava (La)";"258";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Nerva";"5169";"0";"6";"116,07661056297157";"4";"0";"0";"0";"18/02/2021"
"Puerto Moral";"278";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Rosal de la Frontera";"1697";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Santa Ana la Real";"475";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Valdelarco";"231";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Valverde del Camino";"12750";"0";"15";"117,64705882352941";"5";"0";"3";"0";"18/02/2021"
"Zalamea la Real";"3054";"0";"4";"130,97576948264572";"1";"0";"0";"0";"18/02/2021"
"Zarza-Perrunal (La)";"1253";"0";"2";"159,6169193934557";"0";"0";"0";"0";"18/02/2021"
"Almonte";"24507";"6";"99";"403,96621373485129";"43";"7";"2";"0";"18/02/2021"
"Beas";"4341";"0";"20";"460,72333563695003";"2";"0";"0";"0";"18/02/2021"
"Bollullos Par del Condado";"14387";"-1";"63";"437,89532216584416";"20";"-1";"-1";"1";"18/02/2021"
"Bonares";"6060";"-1";"18";"297,02970297029702";"2";"-1";"0";"0";"18/02/2021"
"Escacena del Campo";"2287";"0";"6";"262,35242675994755";"4";"0";"0";"0";"18/02/2021"
"Gibraleón";"12737";"2";"28";"219,83198555389808";"11";"2";"0";"0";"18/02/2021"
"Lucena del Puerto";"3261";"0";"4";"122,66176019625881";"0";"0";"0";"1";"18/02/2021"
"Manzanilla";"2118";"0";"5";"236,07176581680832";"3";"0";"0";"0";"18/02/2021"
"Moguer";"21867";"2";"60";"274,38606118809162";"19";"2";"5";"0";"18/02/2021"
"Niebla";"4116";"0";"3";"72,886297376093296";"1";"0";"0";"0";"18/02/2021"
"Palma del Condado (La)";"10801";"-2";"31";"287,0104619942598";"6";"-2";"4";"0";"18/02/2021"
"Palos de la Frontera";"11742";"0";"39";"332,14103219213081";"7";"0";"0";"1";"18/02/2021"
"Paterna del Campo";"3457";"0";"1";"28,926815157651141";"0";"0";"0";"0";"18/02/2021"
"Rociana del Condado";"7939";"1";"34";"428,26552462526769";"12";"1";"0";"0";"18/02/2021"
"San Bartolomé de la Torre";"3761";"1";"6";"159,53203935123636";"2";"1";"0";"0";"18/02/2021"
"San Juan del Puerto";"9411";"1";"18";"191,26554032515142";"4";"1";"0";"0";"18/02/2021"
"Trigueros";"7862";"2";"17";"216,22996692953447";"3";"2";"1";"0";"18/02/2021"
"Villalba del Alcor";"3366";"0";"14";"415,92394533571002";"2";"0";"8";"0";"18/02/2021"
"Villarrasa";"2211";"0";"3";"135,68521031207598";"0";"0";"0";"0";"18/02/2021"
"Aljaraque";"21474";"4";"51";"237,49650740430289";"13";"4";"2";"0";"18/02/2021"
"Almendro (El)";"840";"0";"1";"119,04761904761905";"0";"0";"0";"0";"18/02/2021"
"Alosno";"3933";"0";"3";"76,277650648360037";"0";"0";"0";"1";"18/02/2021"
"Ayamonte";"21104";"-2";"96";"454,89006823351025";"15";"-2";"5";"0";"18/02/2021"
"Cabezas Rubias";"706";"0";"1";"141,64305949008499";"0";"0";"0";"0";"18/02/2021"
"Cartaya";"20083";"14";"64";"318,67748842304434";"37";"14";"3";"0";"18/02/2021"
"Granado (El)";"532";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Huelva (capital)";"143837";"30";"453";"314,93982772165714";"169";"29";"24";"0";"18/02/2021"
"Isla Cristina";"21393";"5";"137";"640,3963913429626";"28";"5";"30";"1";"18/02/2021"
"Lepe";"27880";"4";"136";"487,80487804878049";"52";"4";"3";"1";"18/02/2021"
"Paymogo";"1162";"0";"4";"344,23407917383821";"0";"0";"0";"0";"18/02/2021"
"Puebla de Guzmán";"3092";"0";"10";"323,41526520051747";"1";"0";"0";"0";"18/02/2021"
"Punta Umbría";"15355";"0";"48";"312,6017583848909";"10";"0";"1";"0";"18/02/2021"
"San Silvestre de Guzmán";"614";"0";"2";"325,73289902280129";"0";"0";"0";"0";"18/02/2021"
"Sanlúcar de Guadiana";"403";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Santa Bárbara de Casa";"1043";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Villablanca";"2885";"0";"30";"1039,8613518197574";"2";"0";"0";"0";"18/02/2021"
"Villanueva de las Cruces";"387";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Villanueva de los Castillejos";"2825";"-1";"15";"530,97345132743362";"5";"-1";"0";"0";"18/02/2021"
"Municipio de Huelva sin especificar";"0";"3";"55";NA;"15";"3";"7";"0";"18/02/2021"
"Alcalá la Real";"21709";"7";"86";"396,14906260076464";"32";"8";"10";"1";"18/02/2021"
"Alcaudete";"10483";"2";"19";"181,24582657636174";"10";"2";"-3";"0";"18/02/2021"
"Castillo de Locubín";"4049";"1";"25";"617,43640405038286";"8";"1";"10";"0";"18/02/2021"
"Frailes";"1585";"0";"4";"252,36593059936908";"2";"0";"1";"0";"18/02/2021"
"Fuensanta de Martos";"3038";"3";"16";"526,66227781435157";"11";"3";"2";"0";"18/02/2021"
"Higuera de Calatrava";"614";"0";"1";"162,86644951140065";"0";"0";"0";"0";"18/02/2021"
"Lopera";"3652";"0";"10";"273,82256297918951";"1";"1";"0";"0";"18/02/2021"
"Martos";"24343";"0";"47";"193,07398430760384";"22";"0";"2";"0";"18/02/2021"
"Porcuna";"6156";"0";"6";"97,465886939571149";"0";"0";"0";"0";"18/02/2021"
"Santiago de Calatrava";"675";"0";"1";"148,14814814814815";"0";"0";"0";"0";"18/02/2021"
"Torredonjimeno";"13632";"0";"19";"139,37793427230048";"5";"0";"1";"0";"18/02/2021"
"Villardompardo";"968";"0";"1";"103,30578512396694";"0";"0";"0";"0";"18/02/2021"
"Albanchez de Mágina";"1011";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Bélmez de la Moraleda";"1569";"0";"5";"318,67431485022308";"2";"0";"0";"0";"18/02/2021"
"Cabra del Santo Cristo";"1782";"0";"8";"448,93378226711559";"1";"0";"0";"0";"18/02/2021"
"Cambil";"2683";"1";"10";"372,71710771524414";"6";"1";"0";"1";"18/02/2021"
"Campillo de Arenas";"1751";"0";"2";"114,22044545973729";"0";"0";"0";"0";"18/02/2021"
"Cárcheles";"1332";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cazalilla";"803";"0";"7";"871,73100871731003";"1";"0";"4";"0";"18/02/2021"
"Espeluy";"620";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Fuerte del Rey";"1355";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Guardia de Jaén (La)";"4983";"0";"16";"321,09171182018866";"4";"0";"1";"0";"18/02/2021"
"Huelma";"5744";"0";"13";"226,32311977715878";"4";"0";"2";"0";"18/02/2021"
"Jaén (capital)";"112757";"25";"264";"234,13180556417782";"91";"25";"30";"0";"18/02/2021"
"Jamilena";"3271";"0";"8";"244,57352491592786";"0";"0";"0";"0";"18/02/2021"
"Jimena";"1269";"0";"3";"236,40661938534279";"2";"0";"0";"0";"18/02/2021"
"Mancha Real";"11328";"0";"58";"512,00564971751407";"14";"0";"4";"0";"18/02/2021"
"Mengíbar";"9997";"0";"29";"290,08702610783234";"6";"0";"1";"0";"18/02/2021"
"Noalejo";"1932";"0";"4";"207,03933747412009";"1";"0";"0";"0";"18/02/2021"
"Pegalajar";"2875";"0";"2";"69,565217391304344";"0";"0";"0";"0";"18/02/2021"
"Torredelcampo";"14142";"0";"20";"141,42271248762552";"4";"0";"17";"0";"18/02/2021"
"Torres";"1372";"0";"2";"145,77259475218659";"0";"0";"0";"0";"18/02/2021"
"Valdepeñas de Jaén";"3679";"0";"8";"217,45039412883935";"1";"0";"8";"0";"18/02/2021"
"Villares (Los)";"6020";"1";"12";"199,33554817275748";"5";"1";"10";"1";"18/02/2021"
"Villatorres";"4298";"0";"1";"23,266635644485806";"0";"0";"1";"0";"18/02/2021"
"Aldeaquemada";"476";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Andújar";"36615";"15";"189";"516,1818926669398";"72";"15";"2";"1";"18/02/2021"
"Arjona";"5515";"1";"10";"181,32366273798732";"3";"1";"0";"0";"18/02/2021"
"Arjonilla";"3571";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Arquillos";"1722";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Bailén";"17548";"7";"97";"552,76954638705263";"39";"7";"5";"0";"18/02/2021"
"Baños de la Encina";"2576";"0";"4";"155,27950310559007";"0";"0";"0";"0";"18/02/2021"
"Carboneros";"591";"0";"2";"338,40947546531305";"1";"0";"0";"0";"18/02/2021"
"Carolina (La)";"15160";"3";"32";"211,08179419525067";"14";"3";"6";"0";"18/02/2021"
"Castellar";"3292";"1";"11";"334,14337788578371";"2";"1";"3";"0";"18/02/2021"
"Chiclana de Segura";"955";"0";"0";"0";"0";"0";"1";"0";"18/02/2021"
"Escañuela";"944";"0";"1";"105,93220338983051";"0";"0";"0";"0";"18/02/2021"
"Guarromán";"2739";"0";"20";"730,19350127783866";"10";"0";"4";"0";"18/02/2021"
"Jabalquinto";"2017";"0";"1";"49,578582052553294";"0";"0";"0";"0";"18/02/2021"
"Lahiguera";"1686";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Linares";"57353";"9";"160";"278,97407284710476";"60";"9";"17";"0";"18/02/2021"
"Marmolejo";"6763";"2";"16";"236,58139878752033";"5";"2";"0";"0";"18/02/2021"
"Montizón";"1689";"1";"10";"592,06631142687979";"5";"1";"0";"0";"18/02/2021"
"Navas de San Juan";"4528";"0";"6";"132,50883392226149";"1";"0";"5";"0";"18/02/2021"
"Santa Elena";"890";"0";"1";"112,35955056179775";"0";"0";"0";"0";"18/02/2021"
"Santisteban del Puerto";"4463";"1";"8";"179,25162446784674";"2";"1";"1";"0";"18/02/2021"
"Sorihuela del Guadalimar";"1098";"0";"5";"455,37340619307832";"1";"0";"1";"0";"18/02/2021"
"Torreblascopedro";"2508";"0";"11";"438,59649122807019";"1";"0";"12";"0";"18/02/2021"
"Vilches";"4409";"0";"31";"703,10728056248581";"18";"0";"1";"0";"18/02/2021"
"Villanueva de la Reina";"3038";"0";"2";"65,832784726793946";"0";"0";"0";"0";"18/02/2021"
"Arroyo del Ojanco";"2287";"0";"2";"87,450808919982506";"1";"0";"4";"0";"18/02/2021"
"Beas de Segura";"5100";"0";"7";"137,25490196078431";"1";"0";"7";"0";"18/02/2021"
"Bedmar y Garcíez";"2633";"0";"4";"151,9179642992784";"3";"0";"0";"0";"18/02/2021"
"Begíjar";"3009";"0";"12";"398,80358923230307";"3";"0";"5";"0";"18/02/2021"
"Benatae";"445";"0";"5";"1123,5955056179776";"0";"0";"0";"0";"18/02/2021"
"Canena";"1814";"0";"3";"165,38037486218303";"0";"0";"0";"1";"18/02/2021"
"Cazorla";"7352";"0";"41";"557,67138193688788";"18";"0";"1";"0";"18/02/2021"
"Chilluévar";"1410";"0";"7";"496,45390070921985";"1";"0";"0";"0";"18/02/2021"
"Génave";"590";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Hinojares";"373";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Hornos";"594";"0";"0";"0";"0";"0";"2";"0";"18/02/2021"
"Huesa";"2490";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Ibros";"2827";"0";"3";"106,11956137247967";"1";"0";"0";"0";"18/02/2021"
"Baeza";"15791";"0";"38";"240,64340447090115";"8";"0";"28";"2";"18/02/2021"
"Iruela (La)";"1879";"0";"1";"53,219797764768494";"1";"0";"0";"0";"18/02/2021"
"Iznatoraf";"942";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Jódar";"11634";"3";"27";"232,07839092315626";"7";"3";"9";"0";"18/02/2021"
"Larva";"474";"0";"1";"210,9704641350211";"0";"0";"0";"0";"18/02/2021"
"Lupión";"820";"0";"1";"121,95121951219512";"1";"0";"0";"0";"18/02/2021"
"Orcera";"1791";"0";"1";"55,83472920156337";"0";"0";"1";"0";"18/02/2021"
"Peal de Becerro";"5240";"0";"9";"171,75572519083968";"1";"0";"6";"0";"18/02/2021"
"Pozo Alcón";"4731";"1";"10";"211,37180300147961";"2";"1";"2";"0";"18/02/2021"
"Puente de Génave";"2159";"0";"1";"46,317739694302915";"0";"0";"1";"0";"18/02/2021"
"Puerta de Segura (La)";"2234";"0";"6";"268,57654431512981";"1";"0";"1";"0";"18/02/2021"
"Quesada";"5196";"0";"19";"365,66589684372593";"3";"0";"0";"0";"18/02/2021"
"Rus";"3531";"0";"5";"141,60294534126311";"1";"0";"2";"1";"18/02/2021"
"Sabiote";"3886";"0";"24";"617,60164693772515";"5";"0";"0";"0";"18/02/2021"
"Santiago-Pontones";"2911";"0";"3";"103,05736860185503";"1";"0";"0";"0";"18/02/2021"
"Santo Tomé";"2129";"1";"4";"187,88163457022077";"2";"1";"1";"0";"18/02/2021"
"Segura de la Sierra";"1803";"0";"2";"110,92623405435386";"1";"0";"4";"0";"18/02/2021"
"Siles";"2220";"0";"3";"135,13513513513513";"1";"0";"0";"0";"18/02/2021"
"Torreperogil";"7222";"7";"48";"664,63583494876764";"14";"7";"1";"0";"18/02/2021"
"Torres de Albánchez";"770";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Úbeda";"34329";"5";"122";"355,38466019983105";"40";"5";"19";"0";"18/02/2021"
"Villacarrillo";"10673";"1";"20";"187,38873793684999";"1";"1";"3";"0";"18/02/2021"
"Villanueva del Arzobispo";"8078";"0";"39";"482,79277048774452";"13";"0";"3";"0";"18/02/2021"
"Villarrodrigo";"391";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Municipio de Jaén sin especificar";"0";"0";"4";NA;"2";"0";"0";"0";"18/02/2021"
"Alcaucín";"2279";"1";"2";"87,757788503729699";"2";"1";"1";"0";"18/02/2021"
"Alfarnate";"1065";"0";"1";"93,896713615023472";"1";"0";"0";"0";"18/02/2021"
"Alfarnatejo";"364";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Algarrobo";"6556";"1";"16";"244,05125076266015";"7";"1";"1";"0";"18/02/2021"
"Almáchar";"1817";"1";"2";"110,0715465052284";"1";"1";"1";"0";"18/02/2021"
"Árchez";"385";"0";"4";"1038,9610389610389";"3";"0";"1";"0";"18/02/2021"
"Arenas";"1177";"0";"5";"424,8088360237893";"2";"0";"0";"0";"18/02/2021"
"Benamargosa";"1535";"0";"1";"65,146579804560261";"0";"0";"0";"0";"18/02/2021"
"Benamocarra";"3046";"-1";"3";"98,489822718319104";"1";"-1";"3";"0";"18/02/2021"
"Borge (El)";"922";"0";"2";"216,91973969631238";"1";"0";"1";"0";"18/02/2021"
"Canillas de Aceituno";"1680";"0";"3";"178,57142857142858";"3";"0";"0";"0";"18/02/2021"
"Canillas de Albaida";"759";"-1";"3";"395,25691699604744";"2";"-1";"0";"0";"18/02/2021"
"Casabermeja";"3629";"0";"5";"137,77900248002206";"1";"0";"1";"0";"18/02/2021"
"Colmenar";"3409";"1";"11";"322,67527134056905";"4";"1";"0";"0";"18/02/2021"
"Comares";"1330";"0";"0";"0";"0";"0";"1";"0";"18/02/2021"
"Cómpeta";"3967";"0";"3";"75,623897151499875";"3";"0";"0";"0";"18/02/2021"
"Cútar";"616";"0";"1";"162,33766233766235";"1";"0";"0";"0";"18/02/2021"
"Frigiliana";"3062";"0";"1";"32,65839320705421";"0";"0";"0";"0";"18/02/2021"
"Iznate";"907";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Nerja";"21144";"1";"20";"94,589481649640561";"5";"1";"1";"0";"18/02/2021"
"Periana";"3089";"0";"11";"356,10229847847199";"7";"0";"1";"0";"18/02/2021"
"Riogordo";"2723";"0";"7";"257,0694087403599";"1";"0";"0";"0";"18/02/2021"
"Salares";"173";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Sayalonga";"1568";"0";"2";"127,55102040816327";"0";"0";"0";"0";"18/02/2021"
"Sedella";"576";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Torrox";"17943";"0";"11";"61,305244384996932";"4";"0";"4";"1";"18/02/2021"
"Vélez-Málaga";"82365";"21";"177";"214,89710435257695";"83";"22";"32";"4";"18/02/2021"
"Viñuela";"2055";"0";"2";"97,323600973236012";"2";"0";"0";"0";"18/02/2021"
"Benahavís";"7748";"5";"23";"296,85080020650491";"12";"5";"3";"0";"18/02/2021"
"Benalmádena";"69144";"13";"269";"389,04315631146591";"72";"13";"9";"0";"18/02/2021"
"Casares";"6883";"0";"29";"421,32790934185675";"13";"0";"1";"0";"18/02/2021"
"Estepona";"70228";"32";"533";"758,9565415503788";"156";"32";"21";"0";"18/02/2021"
"Fuengirola";"82837";"32";"334";"403,20146794306891";"133";"32";"22";"3";"18/02/2021"
"Istán";"1494";"0";"5";"334,67202141900935";"1";"0";"0";"0";"18/02/2021"
"Manilva";"16439";"15";"105";"638,72498327148855";"30";"15";"12";"0";"18/02/2021"
"Marbella";"147633";"62";"982";"665,16293782555385";"354";"62";"51";"0";"18/02/2021"
"Mijas";"85397";"34";"384";"449,6645081208942";"134";"34";"17";"0";"18/02/2021"
"Ojén";"3816";"0";"21";"550,31446540880506";"7";"0";"0";"0";"18/02/2021"
"Torremolinos";"69166";"36";"212";"306,50897839979183";"87";"36";"11";"0";"18/02/2021"
"Alameda";"5387";"1";"20";"371,26415444588827";"8";"1";"6";"0";"18/02/2021"
"Almargen";"1947";"0";"6";"308,16640986132512";"0";"0";"5";"0";"18/02/2021"
"Antequera";"41318";"5";"165";"399,34169127256888";"70";"5";"6";"0";"18/02/2021"
"Archidona";"8168";"0";"12";"146,91478942213516";"5";"0";"1";"0";"18/02/2021"
"Campillos";"8387";"0";"22";"262,31071896983428";"8";"0";"3";"0";"18/02/2021"
"Cañete la Real";"1633";"0";"21";"1285,9767299448868";"3";"0";"0";"0";"18/02/2021"
"Cuevas Bajas";"1370";"0";"1";"72,992700729927009";"0";"0";"0";"0";"18/02/2021"
"Cuevas de San Marcos";"3601";"0";"14";"388,78089419605664";"4";"0";"2";"0";"18/02/2021"
"Fuente de Piedra";"2662";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Humilladero";"3297";"0";"3";"90,99181073703366";"2";"0";"0";"0";"18/02/2021"
"Mollina";"5276";"0";"11";"208,49128127369218";"4";"0";"3";"0";"18/02/2021"
"Sierra de Yeguas";"3318";"0";"0";"0";"0";"0";"1";"0";"18/02/2021"
"Teba";"3744";"0";"18";"480,76923076923077";"2";"0";"3";"0";"18/02/2021"
"Valle de Abdalajís";"2502";"0";"4";"159,87210231814549";"1";"0";"1";"0";"18/02/2021"
"Villanueva de Algaidas";"4148";"0";"12";"289,2960462873674";"3";"0";"0";"0";"18/02/2021"
"Villanueva de la Concepción";"3288";"0";"1";"30,413625304136254";"0";"0";"0";"0";"18/02/2021"
"Villanueva de Tapia";"1460";"0";"4";"273,97260273972603";"1";"0";"0";"0";"18/02/2021"
"Villanueva del Rosario";"3362";"0";"8";"237,95359904818559";"3";"0";"0";"0";"18/02/2021"
"Villanueva del Trabuco";"5308";"0";"44";"828,93745290128106";"13";"0";"3";"0";"18/02/2021"
"Almogía";"3792";"4";"5";"131,85654008438817";"5";"4";"0";"0";"18/02/2021"
"Macharaviaya";"513";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Málaga (capital)";"578460";"117";"2163";"373,92386681879475";"663";"117";"179";"10";"18/02/2021"
"Moclinejo";"1251";"0";"0";"0";"0";"0";"2";"0";"18/02/2021"
"Rincón de la Victoria";"48768";"8";"92";"188,64829396325459";"34";"8";"4";"1";"18/02/2021"
"Totalán";"737";"0";"1";"135,68521031207598";"1";"0";"0";"0";"18/02/2021"
"Algatocín";"814";"0";"6";"737,10073710073709";"0";"0";"1";"0";"18/02/2021"
"Alpandeire";"263";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Arriate";"4082";"0";"16";"391,96472317491424";"4";"0";"4";"0";"18/02/2021"
