"Vive en residencia";"Edad";"Confirmados PDIA";"Total Confirmados";"Curados";"Fallecidos";"Sexo";"Fecha"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"15/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"15/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"1";"0";"Mujeres";"15/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"15/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"Menos de 65 años";"0";"0";"1";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"16/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"1";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 90 a 94 años";"1";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"Menos de 65 años";"1";"1";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"1";"1";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"16/04/2021"
"Residencias de mayores";"Menos de 65 años";"-1";"-1";"-1";"0";"Hombres";"19/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Residencias de mayores";"De 70 a 74 años";"1";"1";"0";"1";"Hombres";"19/04/2021"
"Residencias de mayores";"De 75 a 79 años";"1";"1";"0";"1";"Hombres";"19/04/2021"
"Residencias de mayores";"De 80 a 84 años";"1";"1";"0";"1";"Hombres";"19/04/2021"
"Residencias de mayores";"De 85 a 89 años";"1";"1";"1";"1";"Hombres";"19/04/2021"
"Residencias de mayores";"De 90 a 94 años";"1";"1";"0";"0";"Hombres";"19/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"Menos de 65 años";"1";"1";"2";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"19/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"4";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 75 a 79 años";"2";"2";"4";"2";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 80 a 84 años";"1";"1";"3";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"13";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 90 a 94 años";"1";"1";"6";"1";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"1";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"-1";"-1";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"19/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"1";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"1";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"Menos de 65 años";"27";"27";"28";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"2";"2";"3";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"1";"1";"1";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"1";"1";"1";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"20/04/2021"
"Residencias de mayores";"Menos de 65 años";"-1";"-1";"0";"0";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"1";"1";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 85 a 89 años";"1";"1";"1";"1";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"3";"0";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 95 a 99 años";"1";"1";"1";"1";"Mujeres";"20/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"Menos de 65 años";"15";"15";"15";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"1";"1";"1";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"2";"2";"2";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"20/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 80 a 84 años";"1";"1";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"21/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 85 a 89 años";"1";"1";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"-1";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"Menos de 65 años";"0";"0";"1";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"21/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"Menos de 65 años";"0";"0";"1";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"22/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"1";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"1";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"Menos de 65 años";"1";"1";"1";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"22/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"Menos de 65 años";"4";"4";"4";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"1";"1";"1";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"1";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"23/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"Menos de 65 años";"2";"2";"1";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"1";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"23/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"Menos de 65 años";"-1";"-1";"4";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"26/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 80 a 84 años";"1";"1";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"1";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"Menos de 65 años";"-1";"-1";"1";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"1";"1";"1";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"26/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"Menos de 65 años";"1";"1";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 75 a 79 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 80 a 84 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 85 a 89 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 90 a 94 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 95 a 99 años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Otro tipo de institución";"De 100 y más años";"0";"0";"0";"0";"Hombres";"27/04/2021"
"Residencias de mayores";"Menos de 65 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 65 a 69 años";"1";"1";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 75 a 79 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 80 a 84 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 85 a 89 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 90 a 94 años";"1";"1";"1";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 95 a 99 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Residencias de mayores";"De 100 y más años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Otro tipo de institución";"Menos de 65 años";"0";"0";"2";"0";"Mujeres";"27/04/2021"
"Otro tipo de institución";"De 65 a 69 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
"Otro tipo de institución";"De 70 a 74 años";"0";"0";"0";"0";"Mujeres";"27/04/2021"
